row_ID,vehicle_manufacturer,vehicle_model,vehicle_category,current_mileage,vehicle_year,vehicle_gearbox_type,doors_cnt,wheels,vehicle_color,vehicle_interior_color,car_vin,car_leather_interior,deal_type,final_price
196,BMW,X6,Jeep,0,2010,Automatic, 4/5,  Left wheel  , Grey ,, 5UXFG8C52ALZ94855 ,1,For Sale,375.0
197,TOYOTA,Highlander,Jeep,140966,2012,Automatic, 4/5,  Left wheel  , Black ,  Black , 5TDBK3EH5CS093280 ,1,For Sale,7500.0
198,TOYOTA,Camry,Sedan,190549,2013,Automatic, 4/5,  Left wheel  , Black ,  Black , 4T4BF1FK2DR307417 ,1,For Sale,1600.0
199,JEEP,Compass,Jeep,104574,2014,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,9858.0
200,VOLKSWAGEN,Passat SEL,Sedan,145000,2013,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,7700.0
201,TOYOTA,Prius hybrid,Sedan,192255,2012,Automatic, 4/5,  Left wheel  , Grey ,  Beige , JTDKN3DU9C1563006 ,1,For Sale,6000.0
202,HYUNDAI,Sonata,Sedan,553405,2012,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,2500.0
203,TOYOTA,Camry,Sedan,190549,2013,Automatic, 4/5,  Left wheel  , Black ,  Black , 4T4BF1FK2DR307417 ,1,For Sale,1600.0
204,HONDA,Civic,Sedan,142000,2012,Automatic, 4/5,  Left wheel  , White ,  Beige ,,1,For Sale,4500.0
205,MERCEDES-BENZ,E 240,Sedan,12345,1999,Manual, 4/5,  Left wheel  , Silver ,  Black ,,0,For Sale,3200.0
206,MERCEDES-BENZ,E 350,Sedan,230696,2011,Automatic, 4/5,  Left wheel  , Black ,, WDDHF8HB2BA301698 ,1,For Sale,4650.0
207,TOYOTA,Aqua,Hatchback,127000,2013,Variator, 4/5,  Right-hand drive   , White ,  Black ,,0,For Sale,4300.0
208,FORD,Focus,Hatchback,100000,2012,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Rent,22.0
209,TOYOTA,Prius,Hatchback,170000,2014,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,8800.0
210,TOYOTA,RAV 4,Jeep,141368,2015,Tiptronic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,9900.0
211,TOYOTA,Camry,Sedan,90926,2014,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,175.0
212,TOYOTA,Tacoma,Jeep,14000,2018,Tiptronic, 4/5,  Left wheel  , Grey ,  Black , 5TFCZ5ANXJX154024 ,0,For Sale,22000.0
213,MERCEDES-BENZ,320,Sedan,245000,2003,Tiptronic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,3600.0
214,HONDA,Elysion,Minivan,230000,2005,Automatic, 4/5,  Right-hand drive   , Black ,  Black ,,0,For Sale,13000.0
215,BMW,328,Sedan,47000,2014,Automatic, 4/5,  Left wheel  , Silver ,  Black , WBA3C1C55EK111072 ,1,For Sale,7400.0
216,TOYOTA,ISIS,Minivan,1111,2006,Automatic, >5,  Right-hand drive   , White ,  Black ,,0,For Sale,3200.0
217,MITSUBISHI,Outlander SPORT,Jeep,72486,2014,Automatic, 4/5,  Left wheel  , White ,  Black , 4A4AP3AU9FE012512 ,0,For Sale,5950.0
218,HYUNDAI,Sonata,Sedan,114812,2010,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,6659.0
219,CHEVROLET,Volt,Hatchback,112123,2014,Automatic, 4/5,  Left wheel  , Silver ,, 1G1RG6E49EU168682 ,1,For Sale,2100.0
220,TOYOTA,Land Cruiser,Jeep,119000,2012,Tiptronic, 4/5,  Left wheel  , White ,  Black ,,0,For Sale,33000.0
221,RENAULT,Kangoo,Goods wagon,178000,2005,Manual, 2/3,  Left wheel  , White ,  Grey ,,0,For Sale,3500.0
222,LEXUS,CT 200h,Hatchback,40000,2016,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,12500.0
223,TOYOTA,Prius,Sedan,230000,2008,Automatic, 4/5,  Left wheel  , Black ,  Beige ,,0,For Rent,11.0
224,VOLKSWAGEN,Jetta,Sedan,1000,2014,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,5500.0
225,HYUNDAI,Elantra,Sedan,71791,2014,Automatic, 4/5,  Left wheel  , Golden ,  Beige , 5NPDH4AE7EH463095 ,1,For Sale,3950.0
226,AUDI,Allroad,Sedan,256000,2005,Tiptronic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,3800.0
227,TOYOTA,Avalon,Sedan,92446,2015,Automatic, 4/5,  Left wheel  , White ,  Black , 4T1BD1EB4FU039068 ,1,For Sale,3950.0
228,MERCEDES-BENZ,E 320 4×4,Sedan,315994,2004,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,4942.0
229,MERCEDES-BENZ,E 320,Sedan,255000,2003,Tiptronic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,4000.0
230,HONDA,Cr-v,Jeep,150000,2005,Automatic, 4/5,  Left wheel  , Black ,  Black ,,0,For Sale,4200.0
231,MERCEDES-BENZ,Vito,Minivan,209850,2006,Manual, 4/5,  Left wheel  , Blue ,  Grey ,,0,For Sale,7500.0
232,TOYOTA,Vitz RS,Sedan,150000,2001,Manual, 4/5,  Right-hand drive   , White ,  Black ,,0,For Sale,3999.0
233,TOYOTA,Prius,Sedan,200000,2008,Automatic, 4/5,  Left wheel  , White ,  Black ,,0,For Rent,13.0
234,OPEL,Vectra,Sedan,0,1995,Manual, 4/5,  Left wheel  , White ,  Grey ,,0,For Sale,1300.0
235,BMW,X1,Jeep,97527,2015,Tiptronic, 4/5,  Left wheel  , Grey ,  Black , WBXHT3C35GP889903 ,1,For Sale,8200.0
236,LEXUS,CT 200h,Hatchback,119000,2011,Variator, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,7900.0
237,NISSAN,Note,Hatchback,120000,2006,Variator, 4/5,  Right-hand drive   , Grey ,  Black , 1234544 ,0,For Sale,2200.0
238,HYUNDAI,Sonata,Sedan,69805,2012,Tiptronic, 4/5,  Left wheel  , Black ,  Beige , KMHEC4A4XCA059394 ,0,For Sale,5500.0
239,TOYOTA,Tacoma,Jeep,34472,2016,Automatic, 4/5,  Left wheel  ,,  Black , 3TMAZ5CNXGM011030 ,1,For Sale,15.0
240,TOYOTA,Prius,Sedan,22400,2012,Automatic, 4/5,  Left wheel  , White ,  Beige ,,0,For Sale,5500.0
241,TOYOTA,Prius,Hatchback,79000,2014,Automatic, 4/5,  Left wheel  , White ,  Brown ,,1,For Sale,6000.0
242,TOYOTA,Corolla,Sedan,112000,2014,Tiptronic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,9200.0
243,FORD,Explorer,Jeep,99478,2013,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,16097.0
244,TOYOTA,Prius,Hatchback,230939,2011,Automatic, 4/5,  Left wheel  , Blue ,  Black ,,1,For Sale,90.0
245,HYUNDAI,Tucson,Jeep,169578,2012,Automatic, 4/5,  Left wheel  , Red ,  Black ,,1,For Sale,825.0
246,MERCEDES-BENZ,E 350,Jeep,94802,2012,Tiptronic, 4/5,  Left wheel  , Silver ,  Yellow , 4JGBB5GB7BA702221 ,1,For Sale,6500.0
247,VOLKSWAGEN,Jetta,Sedan,169000,2013,Automatic, 4/5,  Left wheel  , White ,, 3VWLL7AJ6DM289017 ,1,For Sale,450.0
248,LEXUS,GX 460,Jeep,155821,2010,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,8300.0
249,MITSUBISHI,Pajero IO,Jeep,88701,2004,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,0,For Sale,4200.0
250,TOYOTA,Highlander,Sedan,318358,2009,Automatic, 4/5,  Left wheel  , Black ,  Black , JTEEW41A992036866 ,1,For Sale,325.0
251,LEXUS,HS 250h,Sedan,102000,2010,Tiptronic, 4/5,  Left wheel  , Grey ,  Black , JTHBB1BA2A2033360 ,1,For Sale,3200.0
252,MITSUBISHI,Pajero IO,Jeep,153000,1998,Automatic, 4/5,  Left wheel  , Green ,  Black ,,0,For Sale,2700.0
253,FORD,Explorer,Jeep,90000,2016,Automatic, 4/5,  Left wheel  , Blue ,  Black ,,1,For Sale,24243.0
254,LEXUS,NX 200,Jeep,48674,2016,Automatic, 4/5,  Left wheel  , Grey ,, JTJBJRBZ3G2034242 ,1,For Sale,200.0
255,VOLKSWAGEN,Golf 4,Universal,180056,1999,Manual, 4/5,  Right-hand drive   , White ,  White ,,0,For Sale,1800.0
256,HYUNDAI,Sonata,Sedan,0,2013,Automatic, 4/5,  Left wheel  , Black ,, KMHEC4A44DA077097 ,1,For Sale,1700.0
257,LEXUS,CT 200h,Hatchback,200000,2011,Variator, 4/5,  Left wheel  , Brown ,  Brown , JTHKD5BH5B2018772 ,1,For Sale,5800.0
258,VOLKSWAGEN,Jetta,Sedan,11700,2017,Tiptronic, 4/5,  Left wheel  , White ,  Black , 3VWDB7AJ3HM377424 ,1,For Sale,7500.0
259,LEXUS,RX 450,Jeep,232357,2012,Automatic, 4/5,  Left wheel  , Black ,, 2T2BK1BA2CC145965 ,1,For Sale,300.0
260,MAZDA,Eunos 500,Hatchback,191110,2010,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,425.0
261,NISSAN,Tiida,Hatchback,188000,2006,Variator, 4/5,  Right-hand drive   , Silver ,  Black ,,1,For Sale,2500.0
262,HYUNDAI,Grandeur,Sedan,91456,2014,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,4600.0
263,CHEVROLET,Captiva,Jeep,195987,2014,Automatic, 4/5,  Left wheel  , Blue ,  Black ,,1,For Sale,80.0
264,NISSAN,Versa,Sedan,74000,2014,Automatic, 4/5,  Left wheel  , Blue ,  Black ,,0,For Sale,3200.0
265,MERCEDES-BENZ,E 350,Sedan,238000,2005,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,4783.0
266,MAZDA,Verisa,Hatchback,150000,2005,Automatic, 4/5,  Right-hand drive   , Carnelian red ,  Grey ,,0,For Sale,2450.0
267,HYUNDAI,Santa FE,Jeep,42582,2013,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,8453.0
268,CHEVROLET,Orlando,Jeep,173000,2013,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,6284.0
269,JEEP,Wrangler,Jeep,1000,2010,Automatic, 4/5,  Left wheel  , Silver ,  Black , 1J4BA3H16BL527279 ,0,For Sale,5500.0
270,TOYOTA,Camry,Sedan,102397,2014,Automatic, 4/5,  Left wheel  , Black ,  Black , 4T1BD1FK7EU114553 ,1,For Sale,250.0
271,LEXUS,GX 460,Jeep,102907,2015,Automatic, 4/5,  Left wheel  , Black ,, JTJJM7FXXF5097206 ,1,For Sale,100.0
272,LEXUS,RC F,Coupe,16845,2017,Automatic,,  Left wheel  , Black ,, JTHHE5BC0H5016219 ,1,For Sale,2750.0
273,MERCEDES-BENZ,E 350,Sedan,8742,2013,Automatic,,  Left wheel  , Yellow ,, WDDKK7DF8DF193176 ,1,For Sale,10500.0
274,HYUNDAI,Tucson,Sedan,156546,2012,Automatic, 4/5,  Left wheel  , Grey ,, KM8JUCAC2CU421035 ,1,For Sale,50.0
275,HYUNDAI,Tucson,Jeep,114406,2014,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,10282.0
276,FORD,Escape,Jeep,306651,2008,Automatic, 4/5,  Left wheel  , Silver ,, 1FMCU59H58KA30095 ,1,For Sale,200.0
277,HYUNDAI,Sonata,Sedan,295509,2016,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,5000.0
278,TOYOTA,Camry,Sedan,102397,2014,Automatic, 4/5,  Left wheel  , Black ,  Black , 4T1BD1FK7EU114553 ,1,For Sale,250.0
279,TOYOTA,Prius C,Hatchback,154200,2013,Variator, 4/5,  Left wheel  , Black ,  Black , JTDKDTB38D1542694 ,0,For Sale,5600.0
280,FORD,Explorer,Jeep,143183,2013,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,15949.0
281,TOYOTA,Highlander,Jeep,205250,2012,Automatic, 4/5,  Left wheel  , Silver ,  Black , JTEDC3EHXC2005557 ,1,For Sale,9400.0
282,TOYOTA,Camry,Sedan,127515,2018,Automatic, 4/5,  Left wheel  , Black ,  Black , JTNB11HK1J3025308 ,1,For Sale,3100.0
283,TOYOTA,Highlander,Jeep,225464,2012,Automatic, 4/5,  Left wheel  ,,  Black , JTEDC3EH1C2004166 ,1,For Sale,250.0
284,TOYOTA,RAV 4,Jeep,36000,2016,Tiptronic, 4/5,  Left wheel  , Silver ,  Black ,,0,For Sale,13500.0
285,VOLKSWAGEN,Passat,Sedan,124800,2013,Tiptronic, 4/5,  Left wheel  , Black ,  Beige ,,1,For Sale,6983.0
286,BMW,550,Sedan,158000,2008,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,7300.0
287,TOYOTA,Prius,Hatchback,267165,2010,Automatic, 4/5,  Left wheel  , White ,  Black , JTDKN3DU9A5111000 ,1,For Sale,125.0
288,BMW,X5,Jeep,282280,2011,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,200.0
289,MITSUBISHI,Chariot,Minivan,12345,1999,Tiptronic, 4/5,  Right-hand drive   , White ,  Grey ,,0,For Sale,1300.0
290,MERCEDES-BENZ,E 350,Sedan,256914,2010,Automatic, 4/5,  Left wheel  , Grey ,, WDDHF8HB4AA068227 ,1,For Sale,2850.0
291,TOYOTA,Camry,Sedan,159379,2012,Automatic, 4/5,  Left wheel  , White ,  Black , 4T1BD1FK7CU018905 ,1,For Sale,1000.0
292,BMW,X5,Jeep,105000,2011,Tiptronic, 4/5,  Left wheel  , Black ,  Yellow ,,1,For Sale,11500.0
293,BMW,320,Sedan,136950,2003,Tiptronic, 4/5,  Left wheel  , Red ,  Black ,,0,For Sale,3800.0
294,TOYOTA,Camry,Sedan,108000,2012,Tiptronic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,7000.0
295,KIA,Niro,Jeep,54834,2018,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,4000.0
296,MERCEDES-BENZ,E 350,Sedan,77205,2016,Automatic, 4/5,  Left wheel  , Grey ,, WDDHF5KB0GB278494 ,1,For Sale,500.0
297,HYUNDAI,Sonata,Sedan,0,2011,Automatic, 4/5,  Left wheel  , Silver ,, KMHEC4A4XBA006905 ,1,For Sale,125.0
298,MERCEDES-BENZ,E 350,Sedan,70000,2008,Tiptronic, 4/5,  Right-hand drive   , Black ,  Beige ,,1,For Sale,8300.0
299,HYUNDAI,Elantra,Sedan,267331,2007,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,2572.0
300,MERCEDES-BENZ,CLA 45 AMG,Sedan,66000,2014,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,24500.0
301,HYUNDAI,Tucson,Jeep,151186,2011,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,8442.0
302,VOLKSWAGEN,Passat,Sedan,76734,2013,Tiptronic, 4/5,  Left wheel  , Grey ,  Black ,,0,For Sale,2800.0
303,MERCEDES-BENZ,ML 350,Jeep,271701,2012,Automatic, 4/5,  Left wheel  , White ,, 4JGDA2EB9CA072099 ,1,For Sale,8500.0
304,SSANGYONG,Actyon,Jeep,31139,2017,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,12216.0
305,MERCEDES-BENZ,Sprinter,Microbus,230000,2009,Manual, 4/5,  Left wheel  , Silver ,  Black ,,0,For Sale,12000.0
306,NISSAN,Juke,Jeep,111402,2015,Automatic, 4/5,  Left wheel  , Black ,, JN8AF5MV1FT558196 ,1,For Sale,250.0
307,FORD,C-MAX,Hatchback,142000,2013,Automatic, 4/5,  Left wheel  , White ,  White ,,0,For Sale,6800.0
308,MITSUBISHI,Montero Sport,Jeep,0,2001,Automatic, 4/5,  Left wheel  , Blue ,  Grey ,,0,For Sale,4000.0
309,BMW,X5,Jeep,125538,2013,Automatic, 4/5,  Left wheel  , Grey ,, 5UXZV8C52DL898831 ,1,For Sale,3050.0
310,TOYOTA,Vitz,Sedan,170000,2006,Automatic, 4/5,  Right-hand drive   , Blue ,  Blue ,,0,For Sale,2700.0
311,AUDI,A4,Sedan,162032,2014,Automatic, 4/5,  Left wheel  , Black ,, WAUAFAFL2EN001085 ,1,For Sale,225.0
312,HYUNDAI,Sonata,Sedan,322292,2016,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,5000.0
313,HONDA,Insight,Sedan,245000,2009,Variator, 4/5,  Left wheel  , White ,  Blue , JHMZE2H7XAS013008 ,0,For Sale,4600.0
314,JEEP,Compass,Jeep,101709,2013,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,8745.0
315,TOYOTA,Prius C,Hatchback,107000,2012,Automatic, 4/5,  Left wheel  , Red ,  Black ,,0,For Sale,5400.0
316,SUZUKI,Grand Vitara,Jeep,2147483647,1999,Manual, 4/5,  Left wheel  , Carnelian red ,  Black , AGG2281891 ,1,For Rent,2073.0
317,FORD,Escape,Jeep,327622,2010,Automatic, 4/5,  Left wheel  , White ,, 1FMCU9C79AKD11782 ,1,For Sale,975.0
318,KIA,Pride,Sedan,200000,2006,Manual, 4/5,  Left wheel  , Silver ,  Black ,,0,For Sale,2710.0
319,TOYOTA,CHR,Jeep,23000,2018,Tiptronic, 4/5,  Left wheel  , White ,  Black ,,0,For Sale,14700.0
320,MERCEDES-BENZ,ML 350,Jeep,366869,2008,Automatic, 4/5,  Left wheel  , Black ,, 4JGBB86EX8A301803 ,1,For Sale,1200.0
321,BMW,X5,Jeep,110715,2014,Automatic, 4/5,  Left wheel  , White ,, 5UXKS4C56E0J95478 ,1,For Sale,4500.0
322,TOYOTA,Prius,Sedan,7518,2019,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,400.0
323,BMW,X5,Jeep,274098,2012,Automatic, 4/5,  Left wheel  , White ,, 5UXZW0C55CL664583 ,1,For Sale,2100.0
324,MERCEDES-BENZ,C 250,Sedan,81600,2014,Tiptronic, 4/5,  Left wheel  , Blue ,  Black ,,1,For Sale,4500.0
325,TOYOTA,Prius,Hatchback,148773,2007,Automatic, 4/5,  Left wheel  , Sky blue ,  White ,,0,For Sale,3700.0
326,AUDI,A7,Hatchback,0,2014,Automatic, 4/5,  Left wheel  , Black ,, WAUWGBFC2EN005548 ,1,For Sale,3600.0
327,AUDI,A6,Sedan,110000,1998,Automatic, 4/5,  Left wheel  , Carnelian red ,  Beige ,,1,For Sale,1100.0
328,LEXUS,RX 350,Jeep,65981,2016,Automatic, 4/5,  Left wheel  , Black ,, 2T2ZZMCA2GC010761 ,1,For Sale,15.0
329,TOYOTA,Camry,Sedan,145600,2012,Automatic, 4/5,  Left wheel  , White ,  Grey ,,1,For Sale,7200.0
330,HYUNDAI,Santa FE,Jeep,166226,2011,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,6822.0
331,CHEVROLET,Cruze,Sedan,95219,2018,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,500.0
332,HYUNDAI,Elantra,Sedan,62239,2012,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,6284.0
333,HYUNDAI,Accent,Sedan,32064,2014,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,4500.0
334,HONDA,FIT,Hatchback,224476,2005,Automatic, 4/5,  Right-hand drive   , Silver ,  Grey ,,0,For Sale,2700.0
335,HONDA,FIT,Hatchback,22000,2002,Automatic, 4/5,  Right-hand drive   , Silver ,  Grey ,,0,For Rent,16.0
336,MINI,Countryman,Hatchback,104000,2014,Tiptronic, 4/5,  Left wheel  , Purple ,  Black ,,1,For Sale,8600.0
337,MERCEDES-BENZ,R 350,Jeep,366869,2008,Automatic, 4/5,  Left wheel  , Black ,, 4JGBB86EX8A301803 ,1,For Sale,1200.0
338,BMW,118,Sedan,197000,2010,Manual, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,6000.0
339,TOYOTA,Passo,Hatchback,190000,2004,Automatic, 4/5,  Right-hand drive   , White ,  Beige ,,0,For Sale,2000.0
340,HYUNDAI,Elantra,Sedan,120000,2013,Automatic, 4/5,  Left wheel  , Blue ,  Grey ,,0,For Sale,5000.0
341,LEXUS,CT 200h,Hatchback,224267,2011,Automatic, 4/5,  Left wheel  , Silver ,, JTHKD5BH4B2028516 ,1,For Sale,1050.0
342,OPEL,Astra სასწრაფოდ,Hatchback,195243,1998,Manual, 4/5,  Left wheel  , Golden ,  Grey ,,1,For Sale,2800.0
343,MERCEDES-BENZ,E 320 cdi,Sedan,270000,2003,Tiptronic, 4/5,  Left wheel  , Blue ,  Beige ,,1,For Sale,4600.0
344,HYUNDAI,Tucson,Jeep,60781,2014,Automatic, 4/5,  Left wheel  , White ,  Black ,,1,For Sale,7553.0
345,CHEVROLET,Cruze,Sedan,107200,2016,Automatic, 4/5,  Left wheel  , Black ,  Black ,,0,For Sale,5000.0
346,OPEL,Combo,Goods wagon,236000,2007,Manual, 4/5,  Left wheel  , Beige ,  Black ,,0,For Sale,2800.0
347,LEXUS,GX 460,Jeep,275240,2010,Automatic, 4/5,  Left wheel  , Silver ,, JTJBM7FX9A5000610 ,1,For Sale,5000.0
348,INFINITI,Q50,Sedan,52379,2015,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,1250.0
349,CHEVROLET,Volt,Hatchback,112101,2012,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,0,For Sale,7500.0
350,FORD,Fusion,Sedan,174619,2013,Automatic, 4/5,  Left wheel  , Grey ,, 3FA6P0LU5DR368576 ,1,For Sale,525.0
351,NISSAN,Sentra,Sedan,67272,2018,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,775.0
352,TOYOTA,Prius,Hatchback,198000,2015,Automatic, 4/5,  Left wheel  , Black ,  Black ,,0,For Sale,2800.0
353,OPEL,Astra,Goods wagon,121009,2008,Manual, 2/3,  Left wheel  , White ,  Black ,,0,For Sale,2800.0
354,MERCEDES-BENZ,C 180,Sedan,72000,2015,Tiptronic, 4/5,  Left wheel  , Red ,  Black ,,0,For Sale,5900.0
355,TOYOTA,Prius,Jeep,104795,2015,Automatic, 4/5,  Left wheel  , White ,  Black , JTDKN3DU8F0414984 ,1,For Sale,650.0
356,BMW,X5,Jeep,215000,2009,Tiptronic, 4/5,  Left wheel  , Brown ,  Brown ,,1,For Sale,10000.0
357,JEEP,Compass,Jeep,79197,2014,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,9190.0
358,MERCEDES-BENZ,E 200,Sedan,2844468,2001,Manual, 4/5,  Left wheel  , Blue ,  Black ,,0,For Sale,3500.0
359,BMW,X5,Jeep,273962,2012,Automatic, 4/5,  Left wheel  , White ,, 5UXZW0C56CL664723 ,1,For Sale,70.0
360,TOYOTA,Aqua,Hatchback,62000,2012,Variator, 4/5,  Right-hand drive   , Silver ,  Black ,,0,For Sale,3600.0
361,HYUNDAI,Tucson,Jeep,25000,2019,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,18444.0
362,OPEL,Astra,Sedan,160000,2004,Manual, 4/5,  Left wheel  , Silver ,  Grey ,,0,For Sale,2000.0
363,MERCEDES-BENZ,E 350,Coupe,226251,2011,Automatic, 2/3,  Left wheel  , Black ,, WDDKJ5GB8BF119446 ,1,For Sale,500.0
364,TOYOTA,Yaris,Coupe,74000,2009,Automatic, 2/3,  Left wheel  , Yellow ,  Black ,,1,For Sale,4100.0
365,HYUNDAI,Grandeur,Sedan,81125,2015,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,5650.0
366,FORD,Fusion,Sedan,155000,2013,Automatic, 4/5,  Left wheel  , White ,  Beige ,,0,For Sale,6800.0
367,TOYOTA,RAV 4,Jeep,65000,2015,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,9000.0
368,BMW,X5,Jeep,137802,2013,Automatic, 4/5,  Left wheel  , Black ,, 5UXZW0C55D0B90432 ,1,For Sale,325.0
369,SUBARU,Outback,Sedan,236800,2007,Tiptronic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,5200.0
370,MERCEDES-BENZ,GLE 350,Sedan,1917,2020,Automatic,,  Left wheel  , Green ,, 4JGFB4JB5LA122598 ,1,For Sale,11600.0
371,TOYOTA,Prius,Sedan,100000,2008,Automatic, 4/5,  Left wheel  , Black ,  Brown ,,1,For Rent,19.0
372,HYUNDAI,Elantra SE,Sedan,81302,2016,Automatic, 4/5,  Left wheel  , Red ,  Beige , 5NPD84LF5HH024682 ,0,For Sale,5550.0
373,SUZUKI,Swift,Hatchback,132000,2011,Automatic, 4/5,  Right-hand drive   , Black ,  Grey ,,0,For Sale,2200.0
374,SUBARU,Forester,Jeep,174882,2016,Automatic, 4/5,  Left wheel  , Grey ,, JF2SJAXC1GH416017 ,1,For Sale,60.0
375,VOLKSWAGEN,Golf,Hatchback,16700,2005,Automatic, 4/5,  Right-hand drive   , Black ,  Grey ,,0,For Sale,1500.0
376,HONDA,FIT,Hatchback,152203,2015,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,3079.0
377,SUBARU,Forester,Jeep,281659,2012,Automatic, 4/5,  Left wheel  , Blue ,, JF2SHAEC5CH426610 ,1,For Sale,2600.0
378,DAEWOO,Lacetti,Sedan,159634,2009,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,1333.0
379,OPEL,Astra GTC 1.9 turbo dies,Hatchback,209000,2008,Manual, 2/3,  Left wheel  , Sky blue ,  Black ,,1,For Sale,4900.0
380,LEXUS,RX 450,Jeep,317470,2010,Automatic, 4/5,  Left wheel  , Grey ,, 2T2BK1BA6AC030184 ,1,For Sale,70.0
381,HYUNDAI,Veloster,Hatchback,95757,2016,Automatic, 4/5,  Left wheel  , Grey ,  Black ,,1,For Sale,11292.0
382,HYUNDAI,Santa FE,Jeep,145339,2016,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,13250.0
383,FORD,Transit,Microbus,555,1997,Manual, >5,  Left wheel  , White ,  Black ,,0,For Sale,3000.0
384,JEEP,Cherokee,Jeep,168000,2015,Tiptronic, 4/5,  Left wheel  , Grey ,  Black ,,0,For Sale,9200.0
385,HONDA,Insight,Hatchback,140800,2010,Tiptronic, 4/5,  Left wheel  , White ,  Grey ,,0,For Rent,14.0
386,HYUNDAI,Sonata,Sedan,224349,2011,Automatic, 4/5,  Left wheel  , Grey ,, KMHEC4A49BA004756 ,1,For Sale,80.0
387,AUDI,A4,Sedan,324000,2002,Tiptronic, 4/5,  Left wheel  , Silver ,  Grey ,,1,For Sale,3200.0
388,AUDI,A6,Sedan,150000,2001,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,1299.0
389,BMW,528,Sedan,150000,2011,Tiptronic, 4/5,  Left wheel  , Blue ,  Beige , WBAFR1C50BC749036 ,1,For Sale,7700.0
390,CHEVROLET,Captiva,Jeep,44705,2015,Automatic, 4/5,  Left wheel  , Silver ,  Black ,,1,For Sale,7375.0
391,MERCEDES-BENZ,E 350,Sedan,237158,2013,Automatic, 4/5,  Left wheel  , Black ,, WDDHF8JB5DA739855 ,1,For Sale,50.0
392,MERCEDES-BENZ,S 550,Sedan,27573,2016,Automatic, 4/5,  Left wheel  , Silver ,, WDDUG8FB9GA246740 ,1,For Sale,28250.0
393,TOYOTA,Camry,Sedan,4000,2019,Automatic, 4/5,  Left wheel  , Black ,  Black ,,1,For Sale,22000.0
